"","Country.Name","Country.Code","Indicator.Name","Indicator.Code","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","X"
"13","United States","USA","A woman can work in an industrial job in the same way as a man (1=yes; 0=no)","SG.IND.WORK.EQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"14","United States","USA","A woman has the same rights to remarry as a man (1=yes; 0=no)","SG.REM.RIGT.EQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
"15","United States","USA","Access to anti-retroviral drugs, female (%)","SH.HIV.ARTC.FE.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","United States","USA","Access to anti-retroviral drugs, male (%)","SH.HIV.ARTC.MA.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","United States","USA","Account (% age 15+)","account.t.d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.96,NA,NA,93.58,NA,NA,93.12,NA,NA,NA,94.95,NA,NA,NA
"18","United States","USA","Account, female (% age 15+)","account.t.d.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.07,NA,NA,94.8,NA,NA,92.69,NA,NA,NA,96.79,NA,NA,NA
"19","United States","USA","Account, male (% age 15+)","account.t.d.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.98,NA,NA,92.36,NA,NA,93.57,NA,NA,NA,93.09,NA,NA,NA
"20","United States","USA","Adjusted net enrollment rate, primary (% of primary school age children)","SE.PRM.TENR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.43481,NA,NA,NA,NA,97.63436,96.38975,97.26517,97.50924,97.97434,94.60023,99.64003,95.55776,NA,NA,NA,NA,NA,NA,NA
"21","United States","USA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.73112,NA,NA,NA,NA,97.68334,96.93143,97.00534,97.27516,98.29023,95.00148,99.56904,95.51193,NA,NA,NA,NA,NA,NA,NA
"22","United States","USA","Adjusted net enrollment rate, primary, male (% of primary school age children)","SE.PRM.TENR.MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.1522,NA,NA,NA,NA,97.58749,95.8711,97.51406,97.73349,97.67179,94.21559,99.70812,95.60171,NA,NA,NA,NA,NA,NA,NA
"23","United States","USA","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT",82.078,81.239,75.079,68.665,67.09,68.923,69.442,63.577,60.417,61.024,66.338,63.251,59.798,57.303,56.05,54.105,51.813,51.914,51.061,51.745,52.753,52.427,52.881,51.851,50.691,50.593,49.504,50.201,53.616,57.664,60.633,61.28,59.586,57.784,56.565,54.134,51.6,50.195,49.367,48.021,46.734,44.099,41.761,40.338,39.658,38.963,39.756,40.38,39.629,37.647,34.436,31.381,29.137,26.447,24.036,21.899,19.867,18.423,17.06,16.414,15.83,15.966,NA,NA,NA
"24","United States","USA","Age at first marriage, female","SP.DYN.SMAM.FE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,23.7,NA,NA,NA,NA,23.7,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","United States","USA","Age at first marriage, male","SP.DYN.SMAM.MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","United States","USA","Age dependency ratio (% of working-age population)","SP.POP.DPND",66.7931510035576,67.2868071752235,67.0072024262161,66.7389717353997,66.8327018178252,67.0415658851884,66.2025717463509,64.9402414512908,63.9196958956666,62.6663721271299,61.517114633159,60.3297400013239,59.0040866874378,57.646626133143,56.3774073160546,55.1783139820466,54.0710386237972,53.1250415422393,52.2702729105243,51.516415373472,50.9460629609796,50.6223320840724,50.4461606933896,50.2248350928842,50.0901320439934,50.022117990803,49.9119068633737,49.9658160829689,50.3981205238999,50.8700162378776,51.151297396855,51.5398627723252,51.9499415234941,52.1744380561678,52.3109798835889,52.3139513403377,52.1391787102512,51.8889088808767,51.6326515613712,51.3355642855162,50.9275263989464,50.5622594027062,50.2119353861565,49.8583830509751,49.5221419084064,49.1893460860594,48.9016186830417,48.7497917249543,48.8240705085569,48.9492811168255,49.0203348419054,49.2849449367353,49.7603901792027,50.2133873115596,50.5093805477456,50.6589374014424,51.1636194700791,51.7962372586739,52.2272039961361,52.7363500456207,53.2208940858502,53.6615952576689,54.0536732310403,NA,NA
"27","United States","USA","Age population, age 0, female, interpolated","SP.POP.AG00.FE.IN",1970600,1984071,1966157,1930743.5,1883586.5,1813571,1729990,1660784,1627086.5,1634488.5,1669202.5,1666688.5,1588627,1502778,1475353.5,1483451,1501109,1541913,1591744.5,1640754,1691071,1727062,1744469.5,1740072,1736513.5,1758008,1783087,1796856.5,1818688,1864323,1912839,1941014.5,1935604,1904572,1875901,1856124.5,1844303,1842657,1850935.5,1870136,1912455,1955668,1965035.5,1967157.5,1977383,1984826,2005781,2032654,2025902.5,1985591,1955167,1948554.5,1947104.5,1942762.5,1944071.5,1949148,1944578,1926852.5,1898162.5,1868355.5,1823213.5,1802699.5,1817591,NA,NA
"28","United States","USA","Age population, age 0, male, interpolated","SP.POP.AG00.MA.IN",2034222,2047324.5,2030946.5,1998503,1951390.5,1876663.5,1791585,1724034.5,1692907,1703690.5,1742231.5,1743033.5,1661014,1571146,1545438,1554308.5,1572884,1617368,1668871.5,1717936,1769024,1806926.5,1826788,1822386,1818523.5,1841165.5,1867710.5,1882349.5,1903749.5,1950701,2002450.5,2031681,2026884.5,1998415.5,1970072.5,1948414,1935508,1934574,1944562.5,1963794.5,2004186.5,2044440.5,2052966,2057067.5,2068498.5,2076176.5,2097872.5,2124463,2114787.5,2072022,2043202,2041244.5,2039928.5,2035099,2036961.5,2040316.5,2036618,2019289,1986804,1953096.5,1906556.5,1886568.5,1903013.5,NA,NA
"29","United States","USA","Age population, age 01, female, interpolated","SP.POP.AG01.FE.IN",1956332.5,1968103,1978102,1959736.5,1923673.5,1876039.5,1806110,1721965.5,1652467,1620848.5,1630312.5,1662381,1653760.5,1569768.5,1479417.5,1447972,1453130,1459870.5,1486793,1530756.5,1571289,1614650,1646782.5,1656308.5,1653873.5,1662537,1697002.5,1731284,1746512,1771156,1827048.5,1890207,1927835,1926535.5,1899735,1875435,1860484,1853475.5,1855788.5,1863389.5,1876603,1913439,1952803,1958309.5,1956970,1964970.5,1970117.5,1987347,2010549.5,2002216,1969959,1954395,1953773.5,1951967.5,1948744.5,1951998.5,1960045.5,1955290,1933861,1901676.5,1870810,1825850.5,1806489.5,NA,NA
"30","United States","USA","Age population, age 01, male, interpolated","SP.POP.AG01.MA.IN",2022094,2032829,2043397.5,2025786,1991310.5,1941964,1865953.5,1779484.5,1711141,1680673,1691824,1728651.5,1724453,1636717,1543344.5,1514206.5,1520366,1527363.5,1557151.5,1603826,1646489,1691838.5,1725714.5,1737260.5,1734511.5,1742518.5,1777904.5,1813650,1829915,1855379.5,1914160.5,1980189.5,2017636.5,2016049,1990723,1965656,1947692.5,1938465,1940577.5,1949914.5,1965005.5,2001948,2038739.5,2043020.5,2043239,2052165.5,2057497.5,2075356,2098233.5,2087394,2053696,2041788,2046842.5,2044274.5,2040284,2044152,2050244.5,2046648.5,2025800,1989513,1954907.5,1908815,1890004,NA,NA
"31","United States","USA","Age population, age 02, female, interpolated","SP.POP.AG02.FE.IN",1941481,1932894.5,1937880.5,1945193,1923769,1883167,1834612,1764291,1680870.5,1617124.5,1590287,1603757,1638041.5,1630715.5,1551219,1466200,1438473.5,1445101.5,1453947,1484462,1531404,1574300,1618976,1652450.5,1663519,1662287.5,1671284,1706749.5,1743914.5,1761581,1784136,1833743,1894537.5,1933738.5,1933136.5,1906428,1882587,1868782.5,1862260.5,1864157,1869785,1879492.5,1913927,1952174.5,1957207.5,1956302.5,1964738,1969938.5,1987104,2011386.5,2006430,1981209,1967877.5,1963645.5,1961150.5,1958623.5,1964925.5,1975631,1968854,1943977.5,1907674.5,1873860.5,1829851.5,NA,NA
"32","United States","USA","Age population, age 02, male, interpolated","SP.POP.AG02.MA.IN",2009721.5,1998437,2003337.5,2012015.5,1992072.5,1953642.5,1903680.5,1827678,1742250.5,1679316.5,1653427.5,1668523.5,1707329.5,1704398.5,1620894.5,1532043.5,1505809,1513355.5,1522388.5,1554553.5,1601244,1643316,1689297,1724964,1739364,1739858,1749958,1787884,1828216,1848301,1872260,1924626,1988097.5,2027076.5,2026002,2000509.5,1975528.5,1958269.5,1948979,1950385,1957194,1967727,2001950.5,2038066,2042322,2043361,2053201,2059198,2077554.5,2102048,2094094.5,2066951.5,2057428,2058274.5,2054111.5,2050510.5,2057414.5,2065937.5,2060552.5,2036387,1995595,1957834.5,1912701,NA,NA
"33","United States","USA","Age population, age 03, female, interpolated","SP.POP.AG03.FE.IN",1929021,1942495,1937358,1944056,1952782.5,1933795,1895202.5,1847749.5,1777741,1695806,1636758,1610989.5,1624320.5,1661440,1655654.5,1575911,1488597.5,1464508.5,1477082,1487794,1521102.5,1565958,1606100,1652453.5,1683916.5,1689219,1681601.5,1685832,1719192.5,1753917.5,1769935.5,1792405,1844498,1909358,1952020,1953624.5,1928864,1908017,1896375,1888505,1881772.5,1876373.5,1882001.5,1916896.5,1955991.5,1962553,1963367.5,1973575,1980285.5,1996868,2018893,2019436,1999451.5,1982065,1973969.5,1970598,1969807,1978766,1990342.5,1982090,1951460,1910358,1877356,NA,NA
"34","United States","USA","Age population, age 03, male, interpolated","SP.POP.AG03.MA.IN",1993246,2005876,1998354.5,2005588.5,2016356.5,1999265.5,1963303.5,1914847.5,1839679.5,1756712.5,1698888,1673574.5,1688385,1729986,1727871.5,1643663.5,1552842.5,1530345.5,1543358,1554419,1590771.5,1636866.5,1676685,1724229,1757348,1765256,1758925.5,1763906.5,1799227,1836452.5,1854241.5,1878129,1933528.5,2001569,2044503,2046185,2023270.5,2001914.5,1987448.5,1976811,1968670,1963673,1969884.5,2004430,2041264,2046954.5,2049580.5,2060968.5,2068229.5,2085753.5,2108025.5,2107751.5,2087757,2073898,2070264.5,2064340,2062236.5,2071786,2080863,2074245,2044225,1998198,1961259,NA,NA
"35","United States","USA","Age population, age 04, female, interpolated","SP.POP.AG04.FE.IN",1906925.5,1950155.5,1967043.5,1962911,1970575,1982561,1964807.5,1926189.5,1877779,1806195,1726746,1666776.5,1639244.5,1654155,1691322,1684427.5,1601050,1515153.5,1495294,1506760,1514997.5,1544790,1589435,1634444,1683758,1714792.5,1717740,1709211,1716958.5,1752759,1788813,1804587.5,1828464.5,1884674.5,1952735,1996178.5,1997341.5,1973988.5,1953509,1939802.5,1920061,1894626,1881400.5,1888334.5,1924970.5,1966158,1974914,1978289.5,1990541.5,1999844.5,2015957,2037695.5,2039722,2017675,1995954,1983943.5,1980703.5,1981373.5,1991357,2004235,1990515,1953757,1913342,NA,NA
"36","United States","USA","Age population, age 04, male, interpolated","SP.POP.AG04.MA.IN",1979811,2025742.5,2041653,2033729,2040875,2054180.5,2036651.5,1998541.5,1947413,1869535,1788580.5,1729237.5,1701818,1718226.5,1760357.5,1758077.5,1670761.5,1582208.5,1564975.5,1578112,1587710,1619410,1664501.5,1710030,1760694,1792800.5,1797574.5,1789799.5,1798304,1836413.5,1875011,1891503,1916337,1976407,2048179,2092194.5,2093595,2072428,2051775,2035279,2011672.5,1983099,1969880.5,1977970.5,2014820.5,2054210,2062460.5,2068160.5,2082089.5,2092194.5,2108164.5,2129209,2130666.5,2108542.5,2090025.5,2081850.5,2075242,2074372.5,2084866.5,2094980,2082734.5,2046473.5,2001139,NA,NA
"37","United States","USA","Age population, age 05, female, interpolated","SP.POP.AG05.FE.IN",1879863.5,1917424,1957849,1972168,1964894,1969982,1980051.5,1959712.5,1918685.5,1870074.5,1801079,1724711,1665560,1637514,1652431.5,1690112.5,1683486,1600653,1515837.5,1496740,1508638,1516671.5,1545527.5,1589384,1634181.5,1683540.5,1714528.5,1717859.5,1710012,1719369,1757134,1793181,1809492,1834908.5,1891537,1959597.5,2003510.5,2005628,1982475.5,1962161.5,1948053,1926351.5,1900385.5,1888068.5,1896217,1934378.5,1977169,1987874.5,1993008.5,2006803.5,2014840,2031989.5,2057719.5,2059871,2035392,2009273.5,1994372,1991103.5,1991857,2003251.5,2011946,1992460.5,1956286.5,NA,NA
"38","United States","USA","Age population, age 05, male, interpolated","SP.POP.AG05.MA.IN",1946918,1987199,2030978,2045468.5,2035862,2041948,2054507,2035265.5,1995493.5,1945544,1871211,1791407.5,1731284.5,1703320.5,1718987,1760823.5,1758239.5,1671076.5,1583233,1566914.5,1580552,1588813.5,1619014.5,1663652,1709463.5,1760899.5,1793569.5,1799403.5,1793229.5,1804119.5,1844416,1882369.5,1899039.5,1925704,1986501.5,2058435,2102915.5,2105414.5,2084518,2063907,2046040.5,2018662,1988462,1975844.5,1984848.5,2022954,2063567.5,2073261.5,2080205.5,2095156,2104377.5,2124011,2151437,2153449.5,2128767,2105491,2093948.5,2086558,2085390,2097239.5,2102831,2084643,2048971.5,NA,NA
"39","United States","USA","Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV)","SH.HIV.PMTC.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","United States","USA","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN",23.7,23.3,22.4,21.7,21.1,19.4,18.4,17.8,17.6,17.9,18.4,17.2,15.6,14.8,14.8,14.6,14.6,15.1,15,15.6,15.9,15.8,15.9,15.6,15.6,15.8,15.6,15.7,16,16.4,16.7,16.2,15.8,15.4,15,14.6,14.4,14.2,14.3,14.2,14.4,14.1,14,14.1,14,14,14.3,14.3,14,13.5,13,12.7,12.6,12.4,12.5,12.4,12.2,11.8,11.6,11.4,10.9,11,NA,NA,NA
"41","United States","USA","Births attended by skilled health staff (% of total)","SH.STA.BRTC.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,99.2,99.2,99.3,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.5,99.3,99.3,99.4,99.4,99.3,99.3,99.3,99.4,99.3,99.3,99.2,98.5,99.1,99.1,99.1,99.1,99,NA,NA,NA,NA,NA
"42","United States","USA","Borrowed any money (% age 15+)","borrow.any",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.37,NA,NA,77.43,NA,NA,NA,76.18,NA,NA,NA
"43","United States","USA","Borrowed any money from a formal financial institution or using a mobile money account (% age 15+)","fin22a.c.MM.d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2,NA,NA,NA
"44","United States","USA","Borrowed any money from a formal financial institution or using a mobile money account, female (% age 15+)","fin22a.c.MM.d.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.65,NA,NA,NA
"45","United States","USA","Borrowed any money from a formal financial institution or using a mobile money account, male (% age 15+)","fin22a.c.MM.d.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.75,NA,NA,NA
"46","United States","USA","Borrowed any money, female (% age 15+)","borrow.any.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.7,NA,NA,77.26,NA,NA,NA,76.35,NA,NA,NA
"47","United States","USA","Borrowed any money, male (% age 15+)","borrow.any.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.03,NA,NA,77.61,NA,NA,NA,76,NA,NA,NA
"48","United States","USA","Borrowed for education or school fees (% age 15+)","fin22a.2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","United States","USA","Borrowed for education or school fees, female (% age 15+)","fin22a.2014.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","United States","USA","Borrowed for education or school fees, male (% age 15+)","fin22a.2014.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
